"SDO_ID","SDO_Name","Geogr_Laenge","Geogr_Breite","Hoehe_ueber_NN","Metadata_Link"
"13713","Meinerzhagen-Redlendorf","7,6289","51,0899","385.0","https://cdc.dwd.de/rest/metadata/station/html/812300411815"
"3975","Pommelsbrunn-Mittelburg","11,5357","49,4777","522.0","https://cdc.dwd.de/rest/metadata/station/html/812300388711"
"3284","Michelstadt","9,0085","49,6692","240.0","https://cdc.dwd.de/rest/metadata/station/html/812300772391"
"5229","Villingen-Schwenningen","8,4608","48,0453","719.0","https://cdc.dwd.de/rest/metadata/station/html/812300306983"
"1584","Geisingen","8,6474","47,9242","673.0","https://cdc.dwd.de/rest/metadata/station/html/812300003175"
"1052","Möckern-Drewitz","12,1641","52,2174","80.0","https://cdc.dwd.de/rest/metadata/station/html/812300465447"
"15813","Lingen-Baccum","7,4131","52,5126","40.0","https://cdc.dwd.de/rest/metadata/station/html/1521876489"
"7424","Piding","12,9073","47,7724","457.0","https://cdc.dwd.de/rest/metadata/station/html/812300727463"
"2261","Hof","11,8760","50,3123","565.0","https://cdc.dwd.de/rest/metadata/station/html/812300672551"
"403","Berlin-Dahlem (FU)","13,3017","52,4537","51.0","https://cdc.dwd.de/rest/metadata/station/html/812300258343"
"1721","Gräfenberg-Kasberg","11,2239","49,6640","506.0","https://cdc.dwd.de/rest/metadata/station/html/812300554023"
"2947","Lennestadt-Theten","8,0348","51,1333","286.0","https://cdc.dwd.de/rest/metadata/station/html/812300051239"
"4445","Wernigerode-Schierke","10,6533","51,7658","613.0","https://cdc.dwd.de/rest/metadata/station/html/812300233383"
"1832","Großer Arber","13,1338","49,1129","1436.0","https://cdc.dwd.de/rest/metadata/station/html/812300006311"
"5099","Trier-Zewen","6,6131","49,7326","132.0","https://cdc.dwd.de/rest/metadata/station/html/812300522215"
"259","Müllheim","7,6387","47,8064","275.0","https://cdc.dwd.de/rest/metadata/station/html/812300647591"
"427","Berlin Brandenburg","13,5306","52,3807","46.0","https://cdc.dwd.de/rest/metadata/station/html/812300201575"
"2629","Kleve","6,0954","51,7612","46.0","https://cdc.dwd.de/rest/metadata/station/html/812300638887"
"2201","Hiddensee-Vitte","13,1044","54,5750","1.0","https://cdc.dwd.de/rest/metadata/station/html/812300545319"
"7370","Waldmünchen","12,6838","49,3910","499.0","https://cdc.dwd.de/rest/metadata/station/html/812300902759"
"6310","Karlshagen","13,8239","54,1049","1.0","https://cdc.dwd.de/rest/metadata/station/html/812300431783"
"5009","Teterow","12,5574","53,7610","37.0","https://cdc.dwd.de/rest/metadata/station/html/812300488551"
"5426","Weinbiet","8,1212","49,3758","553.0","https://cdc.dwd.de/rest/metadata/station/html/812300934567"
"6346","Maisach-Galgen","11,2035","48,2070","531.0","https://cdc.dwd.de/rest/metadata/station/html/812300959527"
"314","Kubschütz, Kr. Bautzen","14,5042","51,1604","234.0","https://cdc.dwd.de/rest/metadata/station/html/812300409959"
"2480","Kahl/Main","8,9930","50,0643","108.0","https://cdc.dwd.de/rest/metadata/station/html/812300497255"
"5349","Waren (Müritz)","12,6654","53,5196","73.0","https://cdc.dwd.de/rest/metadata/station/html/812300313255"
"1224","Emmendingen-Mundingen","7,8351","48,1378","201.0","https://cdc.dwd.de/rest/metadata/station/html/812300178471"
"4709","Simmern-Wahlbach","7,5981","49,9996","445.0","https://cdc.dwd.de/rest/metadata/station/html/812300816039"
"1694","Goldberg","12,1034","53,6058","59.0","https://cdc.dwd.de/rest/metadata/station/html/812300720615"
"3031","Lippstadt-Bökenförde","8,3945","51,6336","92.0","https://cdc.dwd.de/rest/metadata/station/html/812300169767"
"3196","Marnitz","11,9324","53,3221","81.0","https://cdc.dwd.de/rest/metadata/station/html/812300663847"
"3042","Löhnberg-Obershausen","8,2386","50,5617","230.0","https://cdc.dwd.de/rest/metadata/station/html/812300360039"
"1792","Groß Berßen","7,4815","52,7553","27.0","https://cdc.dwd.de/rest/metadata/station/html/812301003842"
"5046","Tirschenreuth-Lodermühl","12,3542","49,8576","501.0","https://cdc.dwd.de/rest/metadata/station/html/812300073063"
"1303","Essen-Bredeney","6,9677","51,4041","150.0","https://cdc.dwd.de/rest/metadata/station/html/812300695655"
"4160","Renningen-Ihinger Hof","8,9240","48,7425","478.0","https://cdc.dwd.de/rest/metadata/station/html/812300832871"
"3939","Pirmasens","7,5879","49,1912","382.0","https://cdc.dwd.de/rest/metadata/station/html/812300991335"
"19207","Gülzow-Prüzen","12,0645","53,8178","16.0","https://cdc.dwd.de/rest/metadata/station/html/348645398"
"3307","Mittenwald-Buckelwiesen","11,2649","47,4814","983.0","https://cdc.dwd.de/rest/metadata/station/html/812300089895"
"1270","Erfurt-Weimar","10,9613","50,9827","317.0","https://cdc.dwd.de/rest/metadata/station/html/812300625767"
"5692","Worms","8,3659","49,6051","88.0","https://cdc.dwd.de/rest/metadata/station/html/812300640743"
"1580","Geisenheim","7,9548","49,9859","111.0","https://cdc.dwd.de/rest/metadata/station/html/812300122983"
"7393","Hoyerswerda","14,2533","51,4492","116.0","https://cdc.dwd.de/rest/metadata/station/html/812300356903"
"991","Dippoldiswalde-Reinberg","13,7087","50,9116","359.0","https://cdc.dwd.de/rest/metadata/station/html/812300647015"
"1468","Freudenstadt","8,4090","48,4538","797.0","https://cdc.dwd.de/rest/metadata/station/html/812300296999"
"445","Bernburg/Saale (Nord)","11,7110","51,8218","85.0","https://cdc.dwd.de/rest/metadata/station/html/812300759271"
"603","Königswinter-Heiderhof","7,2040","50,7293","147.0","https://cdc.dwd.de/rest/metadata/station/html/812300870951"
"1803","Sanitz-Groß Lüsewitz","12,3238","54,0714","35.0","https://cdc.dwd.de/rest/metadata/station/html/812300839143"
"2014","Hannover","9,6779","52,4644","55.0","https://cdc.dwd.de/rest/metadata/station/html/812300567143"
"4501","Schmücke","10,7696","50,6545","938.0","https://cdc.dwd.de/rest/metadata/station/html/812300806055"
"3402","Münsingen-Apfelstetten","9,4837","48,3851","755.0","https://cdc.dwd.de/rest/metadata/station/html/812300889639"
"5731","Wutöschingen-Ofteringen","8,3801","47,6783","395.0","https://cdc.dwd.de/rest/metadata/station/html/812300131687"
"1214","Elzach-Fisnacht","8,1088","48,2012","431.0","https://cdc.dwd.de/rest/metadata/station/html/812300472295"
"5792","Zugspitze","10,9848","47,4210","2956.0","https://cdc.dwd.de/rest/metadata/station/html/812300593959"
"7367","Alfeld","9,8072","51,9643","144.0","https://cdc.dwd.de/rest/metadata/station/html/812300927719"
"2171","Hersfeld, Bad","9,7377","50,8520","272.0","https://cdc.dwd.de/rest/metadata/station/html/812300947687"
"755","Buchen, Kr. Neckar-Odenwald","9,3213","49,5182","340.0","https://cdc.dwd.de/rest/metadata/station/html/812300353767"
"3166","Marienberg","13,1469","50,6511","639.0","https://cdc.dwd.de/rest/metadata/station/html/812300054951"
"3348","Moringen-Lutterbeck","9,8351","51,7209","241.0","https://cdc.dwd.de/rest/metadata/station/html/812300510375"
"13700","Gevelsberg-Oberbröking","7,3412","51,3329","203.0","https://cdc.dwd.de/rest/metadata/station/html/812300705639"
"1358","Fichtelberg","12,9536","50,4283","1213.0","https://cdc.dwd.de/rest/metadata/station/html/812300831015"
"1612","Gera-Leumnitz","12,1289","50,8812","311.0","https://cdc.dwd.de/rest/metadata/station/html/812300038119"
"2667","Köln/Bonn","7,1575","50,8645","91.0","https://cdc.dwd.de/rest/metadata/station/html/812300345063"
"1964","Olsdorf","6,3821","49,9445","328.0","https://cdc.dwd.de/rest/metadata/station/html/812300223399"
"2044","Harzgerode","11,1366","51,6520","404.0","https://cdc.dwd.de/rest/metadata/station/html/812300290151"
"760","Rosengarten-Klecken","9,9435","53,3629","83.0","https://cdc.dwd.de/rest/metadata/station/html/812300336359"
"3093","Lüchow","11,1374","52,9724","16.0","https://cdc.dwd.de/rest/metadata/station/html/812300098023"
"5629","Wittenberg","12,6446","51,8891","104.0","https://cdc.dwd.de/rest/metadata/station/html/812300058087"
"6258","Friedrichshafen-Unterraderach","9,4409","47,6845","461.0","https://cdc.dwd.de/rest/metadata/station/html/812300544039"
"7330","Arnsberg-Neheim","7,9780","51,4633","159.0","https://cdc.dwd.de/rest/metadata/station/html/812300880935"
"656","Braunlage","10,6021","51,7234","607.0","https://cdc.dwd.de/rest/metadata/station/html/812300799207"
"3289","Schmieritz-Weltwitz","11,7838","50,7281","356.0","https://cdc.dwd.de/rest/metadata/station/html/812300981351"
"617","Borken in Westfalen","6,8863","51,8730","47.0","https://cdc.dwd.de/rest/metadata/station/html/812300577127"
"3226","Aschersleben-Mehringen","11,5109","51,7259","107.0","https://cdc.dwd.de/rest/metadata/station/html/812300408679"
"1161","Eichstätt-Landershofen","11,2349","48,8778","385.0","https://cdc.dwd.de/rest/metadata/station/html/812300904615"
"2483","Kahler Asten","8,4891","51,1803","839.0","https://cdc.dwd.de/rest/metadata/station/html/812300226535"
"3925","Pforzheim-Ispringen","8,6973","48,9329","332.0","https://cdc.dwd.de/rest/metadata/station/html/812300714343"
"3667","Nürnberg-Netzstall","11,2539","49,4258","369.0","https://cdc.dwd.de/rest/metadata/station/html/812300739303"
"3028","Lippspringe, Bad","8,8388","51,7854","157.0","https://cdc.dwd.de/rest/metadata/station/html/812300463591"
"150","Alzey","8,1164","49,7273","215.0","https://cdc.dwd.de/rest/metadata/station/html/812300280167"
"535","Blankenrath","7,3079","50,0372","417.0","https://cdc.dwd.de/rest/metadata/station/html/812300398695"
"4813","Staffelstein, Bad-Stublang","11,0467","50,0806","318.0","https://cdc.dwd.de/rest/metadata/station/html/812301009570"
"1420","Frankfurt/Main","8,5213","50,0259","100.0","https://cdc.dwd.de/rest/metadata/station/html/812300004455"
"2925","Leinefelde","10,3123","51,3932","356.0","https://cdc.dwd.de/rest/metadata/station/html/812300156647"
"1590","Geldern-Walbeck","6,2463","51,4942","37.0","https://cdc.dwd.de/rest/metadata/station/html/812300108007"
"303","Baruth","13,4997","52,0613","55.0","https://cdc.dwd.de/rest/metadata/station/html/812300495399"
"6262","Schwäbisch Gmünd-Weiler","9,8737","48,7695","412.0","https://cdc.dwd.de/rest/metadata/station/html/812300662567"
"6264","Brilon-Thülen","8,6500","51,4140","457.0","https://cdc.dwd.de/rest/metadata/station/html/812300762407"
"1605","Genthin","12,1602","52,3875","35.0","https://cdc.dwd.de/rest/metadata/station/html/812300877799"
"2290","Hohenpeißenberg","11,0108","47,8009","977.0","https://cdc.dwd.de/rest/metadata/station/html/812300378727"
"5142","Ueckermünde","14,0698","53,7445","1.0","https://cdc.dwd.de/rest/metadata/station/html/812300607079"
"1279","Möhrendorf-Kleinseebach","11,0075","49,6497","268.0","https://cdc.dwd.de/rest/metadata/station/html/812300316967"
"2928","Leipzig-Holzhausen","12,4462","51,3151","138.0","https://cdc.dwd.de/rest/metadata/station/html/812300186023"
"379","Berka, Bad (Flugplatz)","11,2665","50,9075","304.0","https://cdc.dwd.de/rest/metadata/station/html/812301001980"
"2708","Kohlgrub, Bad (Rosshof)","11,0805","47,6652","742.0","https://cdc.dwd.de/rest/metadata/station/html/812300440487"
"5335","Waltershausen","10,5483","50,8963","352.0","https://cdc.dwd.de/rest/metadata/station/html/812300924583"
"4301","Kreuznach, Bad","7,8710","49,8502","102.0","https://cdc.dwd.de/rest/metadata/station/html/812300697511"
"1981","Hamburg-Neuwiedenthal","9,8957","53,4776","4.0","https://cdc.dwd.de/rest/metadata/station/html/812300061223"
"1639","Gießen/Wettenberg","8,6439","50,6017","203.0","https://cdc.dwd.de/rest/metadata/station/html/812300829159"
"1078","Düsseldorf","6,7686","51,2960","37.0","https://cdc.dwd.de/rest/metadata/station/html/812300283303"
"3268","Meßstetten-Appental","8,9433","48,1694","900.0","https://cdc.dwd.de/rest/metadata/station/html/812300771111"
"3730","Oberstdorf","10,2759","47,3984","806.0","https://cdc.dwd.de/rest/metadata/station/html/812300857831"
"6260","Ingelfingen-Stachenhausen","9,7040","49,3328","381.0","https://cdc.dwd.de/rest/metadata/station/html/812300956391"
"817","Burgwald-Bottendorf","8,8146","51,0306","296.0","https://cdc.dwd.de/rest/metadata/station/html/812300179751"
"460","Berus","6,6868","49,2641","362.0","https://cdc.dwd.de/rest/metadata/station/html/812300498535"
"3319","Röllbach","9,2530","49,7644","239.0","https://cdc.dwd.de/rest/metadata/station/html/812300796071"
"6347","Schonungen-Mainberg","10,2972","50,0579","305.0","https://cdc.dwd.de/rest/metadata/station/html/812300665703"
"2323","Bevern, Kr. Holzminden","9,4953","51,8529","110.0","https://cdc.dwd.de/rest/metadata/station/html/812300979495"
"7389","Heckelberg","13,8427","52,7461","83.0","https://cdc.dwd.de/rest/metadata/station/html/812300443623"
"4928","Stuttgart (Schnarrenberg)","9,2000","48,8281","314.0","https://cdc.dwd.de/rest/metadata/station/html/812300188455"
"2429","Itzehoe","9,5697","53,9897","20.0","https://cdc.dwd.de/rest/metadata/station/html/812300787367"
"5717","Wuppertal-Buchenhofen","7,1052","51,2256","134.0","https://cdc.dwd.de/rest/metadata/station/html/812300350055"
"3927","Pfullendorf","9,2869","47,9345","630.0","https://cdc.dwd.de/rest/metadata/station/html/812300420519"
"4592","Schwandorf","12,0871","49,3278","356.0","https://cdc.dwd.de/rest/metadata/station/html/812300542183"
"5440","Weißenburg-Emetzheim","10,9308","49,0115","439.0","https://cdc.dwd.de/rest/metadata/station/html/812300603943"
"4411","Schaafheim-Schlierbach","8,9672","49,9195","155.0","https://cdc.dwd.de/rest/metadata/station/html/812300597095"
"662","Braunschweig","10,4464","52,2915","81.0","https://cdc.dwd.de/rest/metadata/station/html/812300505383"
"3904","Perl-Nennig","6,3789","49,5354","152.0","https://cdc.dwd.de/rest/metadata/station/html/812300323239"
"3897","Pelzerhaken","10,8773","54,0893","2.0","https://cdc.dwd.de/rest/metadata/station/html/812300730599"
"5017","Teuschnitz","11,3888","50,4002","633.0","https://cdc.dwd.de/rest/metadata/station/html/812300366887"
"7374","Ahaus","6,9409","52,0813","46.0","https://cdc.dwd.de/rest/metadata/station/html/812300587111"
"2039","Harzburg, Bad","10,5699","51,9002","203.0","https://cdc.dwd.de/rest/metadata/station/html/812300810471"
"3836","Ostheim v.d. Rhön","10,2211","50,4538","314.0","https://cdc.dwd.de/rest/metadata/station/html/812300270183"
"5433","Weiskirchen/Saar","6,8120","49,5534","383.0","https://cdc.dwd.de/rest/metadata/station/html/812300530343"
"4931","Stuttgart-Echterdingen","9,2235","48,6883","371.0","https://cdc.dwd.de/rest/metadata/station/html/812300894631"
"1200","Elpersbüttel","9,0105","54,0691","3.0","https://cdc.dwd.de/rest/metadata/station/html/812300844135"
"4857","Mittelnkirchen-Hohenfelde","9,6097","53,5534","2.0","https://cdc.dwd.de/rest/metadata/station/html/812300159783"
"4911","Straubing","12,5597","48,8275","351.0","https://cdc.dwd.de/rest/metadata/station/html/812300660711"
"1886","Günzburg","10,2608","48,4878","444.0","https://cdc.dwd.de/rest/metadata/station/html/812301005288"
"15444","Ulm-Mähringen","9,9216","48,4418","593.0","https://cdc.dwd.de/rest/metadata/station/html/812300605799"
"13710","Landshut-Reithof","12,2576","48,5734","490.0","https://cdc.dwd.de/rest/metadata/station/html/812300139815"
"3147","Mallersdorf-Pfaffenberg-Oberlindhart","12,2118","48,7548","390.0","https://cdc.dwd.de/rest/metadata/station/html/812300971367"
"3164","Cölbe, Kr. Marburg-Biedenkopf","8,7745","50,8492","187.0","https://cdc.dwd.de/rest/metadata/station/html/812300066215"
"3181","Markt Erlbach-Hagenhofen","10,6277","49,4875","360.0","https://cdc.dwd.de/rest/metadata/station/html/812301005165"
"4841","Steinau, Kr. Cuxhaven","8,8735","53,6946","0.0","https://cdc.dwd.de/rest/metadata/station/html/812300453607"
"1424","Frankfurt/Main-Westend","8,6694","50,1269","121.0","https://cdc.dwd.de/rest/metadata/station/html/812300710631"
"3739","Oberviechtach","12,4365","49,4521","596.0","https://cdc.dwd.de/rest/metadata/station/html/812300564007"
"1691","Göttingen","9,9507","51,5002","167.0","https://cdc.dwd.de/rest/metadata/station/html/812300860967"
"7403","Leutkirch-Herlazhofen","10,0325","47,7955","672.0","https://cdc.dwd.de/rest/metadata/station/html/812300193447"
"6305","Mühlhausen/Thüringen-Görmar","10,4978","51,2061","194.0","https://cdc.dwd.de/rest/metadata/station/html/812300043111"
"2961","Leuchtturm Kiel","10,2737","54,4996","0.0","https://cdc.dwd.de/rest/metadata/station/html/812300612071"
"4703","Sigmaringen-Laiz","9,1943","48,0719","581.0","https://cdc.dwd.de/rest/metadata/station/html/812300776103"
"3442","Nauheim, Bad","8,7506","50,3574","149.0","https://cdc.dwd.de/rest/metadata/station/html/812300184743"
"4169","Rheinau-Memprechtshofen","7,9939","48,6703","131.0","https://cdc.dwd.de/rest/metadata/station/html/812300539047"
"2306","Hohwacht","10,6732","54,3194","8.0","https://cdc.dwd.de/rest/metadata/station/html/812300081191"
"6259","Großerlach-Mannenweiler","9,6033","49,0210","524.0","https://cdc.dwd.de/rest/metadata/station/html/812300250215"
"7394","Wunsiedel-Schönbrunn","11,9745","50,0315","622.0","https://cdc.dwd.de/rest/metadata/station/html/812300608935"
"4371","Salzuflen, Bad","8,7521","52,1042","135.0","https://cdc.dwd.de/rest/metadata/station/html/812300819175"
"2174","Herzberg","10,3695","51,6255","236.0","https://cdc.dwd.de/rest/metadata/station/html/812300273319"
"154","Amerang-Pfaffing","12,2925","48,0197","516.0","https://cdc.dwd.de/rest/metadata/station/html/812300136679"
"4625","Schwerin","11,3871","53,6424","59.0","https://cdc.dwd.de/rest/metadata/station/html/812300782375"
"102","Leuchtturm Alte Weser","8,1275","53,8633","0.0","https://cdc.dwd.de/rest/metadata/station/html/812300974503"
"15555","Kaufbeuren-Oberbeuren","10,5849","47,8761","815.0","https://cdc.dwd.de/rest/metadata/station/html/812301001939"
"7419","Langenwetzendorf-Göttendorf","12,0756","50,6610","389.0","https://cdc.dwd.de/rest/metadata/station/html/812300161639"
"4887","Stötten","9,8648","48,6656","734.0","https://cdc.dwd.de/rest/metadata/station/html/812300482279"
"3612","Nienburg","9,2229","52,6711","25.0","https://cdc.dwd.de/rest/metadata/station/html/812300216551"
"4704","Sigmarszell-Zeisertsweiler","9,7404","47,5776","508.0","https://cdc.dwd.de/rest/metadata/station/html/812300248359"
"3234","Klipphausen-Garsebach","13,4328","51,1294","158.0","https://cdc.dwd.de/rest/metadata/station/html/812300295143"
"722","Brocken","10,6183","51,7986","1135.0","https://cdc.dwd.de/rest/metadata/station/html/812300537191"
"3821","Osterfeld","11,9293","51,0872","244.0","https://cdc.dwd.de/rest/metadata/station/html/812300114855"
"2704","Köthen (Anhalt)","12,0094","51,7511","76.0","https://cdc.dwd.de/rest/metadata/station/html/812300996327"
"917","Darmstadt","8,6779","49,8809","162.0","https://cdc.dwd.de/rest/metadata/station/html/812300885927"
"4189","Altheim, Kreis Biberach","9,4596","48,1479","534.0","https://cdc.dwd.de/rest/metadata/station/html/812300657575"
"3034","Lobenstein, Bad","11,6350","50,4505","496.0","https://cdc.dwd.de/rest/metadata/station/html/812300862823"
"4323","Ruppertsecken","7,8837","49,6468","461.0","https://cdc.dwd.de/rest/metadata/station/html/812300403687"
"151","Amberg-Unterammersricht","11,8546","49,4691","382.0","https://cdc.dwd.de/rest/metadata/station/html/812300430503"
"2618","Kleiner Inselsberg","10,4803","50,8458","732.0","https://cdc.dwd.de/rest/metadata/station/html/812300450471"
"330","Oberzent-Beerfelden","8,9673","49,5617","455.0","https://cdc.dwd.de/rest/metadata/station/html/812300473575"
"5149","Gollhofen","10,1969","49,5679","318.0","https://cdc.dwd.de/rest/metadata/station/html/812300485415"
"853","Chemnitz","12,8720","50,7913","416.0","https://cdc.dwd.de/rest/metadata/station/html/812300822311"
"294","Barsinghausen-Hohenbostel","9,4300","52,3199","110.0","https://cdc.dwd.de/rest/metadata/station/html/812300680679"
"5562","Neubulach-Oberhaugstett","8,6801","48,6516","571.0","https://cdc.dwd.de/rest/metadata/station/html/812300719335"
"3204","Martinroda","10,8815","50,7335","429.0","https://cdc.dwd.de/rest/metadata/station/html/812300568999"
"6109","Grambow-Schwennenz","14,3728","53,3837","51.0","https://cdc.dwd.de/rest/metadata/station/html/812300019431"
"6263","Singen","8,8219","47,7738","445.0","https://cdc.dwd.de/rest/metadata/station/html/812300368743"
"4464","Schleiz","11,8041","50,5679","501.0","https://cdc.dwd.de/rest/metadata/station/html/812300393703"
"2878","Lauchstädt, Bad","11,8786","51,3909","117.0","https://cdc.dwd.de/rest/metadata/station/html/812300097447"
"1757","Greifswald","13,4056","54,0967","2.0","https://cdc.dwd.de/rest/metadata/station/html/812300426791"
"2750","Kronach","11,3209","50,2524","310.0","https://cdc.dwd.de/rest/metadata/station/html/812300146663"
"5397","Weiden","12,1844","49,6662","440.0","https://cdc.dwd.de/rest/metadata/station/html/812300191591"
"1228","UFS TW Ems","6,3460","54,1651","0.0","https://cdc.dwd.de/rest/metadata/station/html/812300648871"
"5538","Wielenbach (Demollstr.)","11,1576","47,8827","551.0","https://cdc.dwd.de/rest/metadata/station/html/812300310119"
"13965","Balingen-Bronnhaupten","8,8134","48,2639","619.0","https://cdc.dwd.de/rest/metadata/station/html/812300681214"
"2907","Leck","8,9514","54,7903","7.0","https://cdc.dwd.de/rest/metadata/station/html/812300905895"
"4104","Regensburg","12,1019","49,0425","365.0","https://cdc.dwd.de/rest/metadata/station/html/812300892775"
"4349","Sachsenheim","9,0711","48,9569","251.0","https://cdc.dwd.de/rest/metadata/station/html/812300069927"
"3571","Neustadt am Kulm-Filchendorf","11,8638","49,8174","452.0","https://cdc.dwd.de/rest/metadata/station/html/812300326951"
"1587","Gelbelsee","11,4289","48,9481","536.0","https://cdc.dwd.de/rest/metadata/station/html/812300847847"
"420","Berlin-Marzahn","13,5598","52,5447","61.0","https://cdc.dwd.de/rest/metadata/station/html/812300670695"
"1357","Fichtelberg/Oberfranken-Hüttstadl","11,8376","49,9807","655.0","https://cdc.dwd.de/rest/metadata/station/html/812300729319"
"5109","Trollenhagen","13,3039","53,5998","68.0","https://cdc.dwd.de/rest/metadata/station/html/812300900903"
"4651","Seesen","10,1885","51,9040","189.0","https://cdc.dwd.de/rest/metadata/station/html/812300041255"
"5133","Twistetal-Mühlhausen","8,9132","51,3344","287.0","https://cdc.dwd.de/rest/metadata/station/html/812300127975"
"4997","Starkenberg-Tegkwitz","12,3419","50,9771","196.0","https://cdc.dwd.de/rest/metadata/station/html/812300218407"
"2597","Kissingen, Bad","10,0792","50,2240","282.0","https://cdc.dwd.de/rest/metadata/station/html/812300615783"
"7351","Feldberg/Mecklenburg","13,4175","53,3176","115.0","https://cdc.dwd.de/rest/metadata/station/html/812300137959"
"400","Berlin-Buch","13,5021","52,6310","60.0","https://cdc.dwd.de/rest/metadata/station/html/812300552167"
"5906","Mannheim","8,5584","49,5063","98.0","https://cdc.dwd.de/rest/metadata/station/html/812300837863"
"891","Cuxhaven","8,7058","53,8712","5.0","https://cdc.dwd.de/rest/metadata/station/html/812300330087"
"2110","Heinsberg-Schleiden","6,1042","51,0411","57.0","https://cdc.dwd.de/rest/metadata/station/html/812300520359"
"433","Berlin-Tempelhof","13,4020","52,4676","48.0","https://cdc.dwd.de/rest/metadata/station/html/812300083047"
"44","Großenkneten","8,2370","52,9336","44.0","https://cdc.dwd.de/rest/metadata/station/html/812300562151"
"7427","Padenstedt (Pony-Park)","9,9255","54,0188","17.0","https://cdc.dwd.de/rest/metadata/station/html/812300507239"
"7319","Donauwörth-Osterweiler","10,7393","48,7374","435.0","https://cdc.dwd.de/rest/metadata/station/html/812300784231"
"222","Aue","12,7139","50,5908","393.0","https://cdc.dwd.de/rest/metadata/station/html/812300997607"
"1863","Gründau-Breitenborn","9,1854","50,2667","258.0","https://cdc.dwd.de/rest/metadata/station/html/812300241511"
"19171","Hasenkrug-Hardebek","9,8555","54,0039","13.0","https://cdc.dwd.de/rest/metadata/station/html/2623005519"
"3490","Neuenahr, Bad-Ahrweiler","7,0853","50,5346","111.0","https://cdc.dwd.de/rest/metadata/station/html/812300578983"
"867","Lautertal-Oberlauter","10,9679","50,3066","344.0","https://cdc.dwd.de/rest/metadata/station/html/812300079911"
"591","Boizenburg","10,6878","53,3911","45.0","https://cdc.dwd.de/rest/metadata/station/html/812300308263"
"1736","Grambek","10,6797","53,5731","26.0","https://cdc.dwd.de/rest/metadata/station/html/812300962663"
"7187","Freudenberg/Main-Boxtal","9,4063","49,7636","194.0","https://cdc.dwd.de/rest/metadata/station/html/812300781095"
"13670","Duisburg-Baerl","6,7018","51,5088","24.0","https://cdc.dwd.de/rest/metadata/station/html/812300293287"
"2680","Königshofen, Bad","10,4456","50,2840","289.0","https://cdc.dwd.de/rest/metadata/station/html/812300028135"
"3734","Obersulm-Willsbach","9,3525","49,1280","232.0","https://cdc.dwd.de/rest/metadata/station/html/812300301991"
"4032","Quedlinburg","11,1320","51,7953","142.0","https://cdc.dwd.de/rest/metadata/station/html/812300821031"
"1526","Fulda-Horas","9,6532","50,5668","245.0","https://cdc.dwd.de/rest/metadata/station/html/812300731879"
"5280","Wittenborn","10,2267","53,9224","33.0","https://cdc.dwd.de/rest/metadata/station/html/812300261479"
"7343","Deutschneudorf-Brüderwiese","13,4817","50,6200","689.0","https://cdc.dwd.de/rest/metadata/station/html/812300650727"
"5705","Würzburg","9,9576","49,7704","268.0","https://cdc.dwd.de/rest/metadata/station/html/812300016295"
"5643","Wittstock-Rote Mühle","12,4949","53,1864","68.0","https://cdc.dwd.de/rest/metadata/station/html/812300206567"
"3155","Manderscheid-Sonnenhof","6,8009","50,1015","415.0","https://cdc.dwd.de/rest/metadata/station/html/812300460455"
"5825","Berge","12,7867","52,6198","41.0","https://cdc.dwd.de/rest/metadata/station/html/812300618919"
"15207","Schauenburg-Elgershausen","9,3590","51,2835","317.0","https://cdc.dwd.de/rest/metadata/station/html/812300483559"
"6314","Nossen","13,3003","51,0507","306.0","https://cdc.dwd.de/rest/metadata/station/html/812300238375"
"5856","Fürstenzell","13,3532","48,5451","476.0","https://cdc.dwd.de/rest/metadata/station/html/812300428647"
"5097","Tribsees","12,7655","54,0654","10.0","https://cdc.dwd.de/rest/metadata/station/html/812300194727"
"3875","Parsberg/Oberpfalz-Eglwang","11,6897","49,1510","549.0","https://cdc.dwd.de/rest/metadata/station/html/812300682535"
"183","Arkona","13,4344","54,6791","42.0","https://cdc.dwd.de/rest/metadata/station/html/812300895911"
"4354","Saldenburg-Entschenreuth","13,3146","48,7832","457.0","https://cdc.dwd.de/rest/metadata/station/html/812300717479"
"4642","Seehausen","11,7297","52,8911","22.0","https://cdc.dwd.de/rest/metadata/station/html/812300939559"
"5930","Schönhagen (Ostseebad)","10,0238","54,6410","1.0","https://cdc.dwd.de/rest/metadata/station/html/812300673831"
"1544","Gardelegen","11,3942","52,5129","47.0","https://cdc.dwd.de/rest/metadata/station/html/812300171623"
"7321","Olbersleben","11,3321","51,1507","157.0","https://cdc.dwd.de/rest/metadata/station/html/812300749287"
